city,state_name,lat,lng
Glenfield,North Dakota,47.4533296,-98.5673223
Grace City,North Dakota,47.5513859,-98.8053836
McHenry,North Dakota,47.576108,-98.5914904
Golden Valley,North Dakota,47.2908418,-102.0646172
Hazen,North Dakota,47.2944481,-101.622665
Pick City,North Dakota,47.5113887,-101.4537737
Medora,North Dakota,46.9139028,-103.5243536
Golva,North Dakota,46.7341788,-103.9863168
Dawson,North Dakota,46.8685954,-99.751495
Pettibone,North Dakota,47.1191585,-99.5195561
Robinson,North Dakota,47.1427682,-99.7812206
Buchanan,North Dakota,47.0624924,-98.8289956
Jamestown,North Dakota,46.9105438,-98.7084357
Kensal,North Dakota,47.3008296,-98.7334377
Medina,North Dakota,46.8938758,-99.2998334
Montpelier,North Dakota,46.7002601,-98.5900955
Pingree,North Dakota,47.163328,-98.9070537
Lincoln,North Dakota,46.7624938,-100.7004025
Regan,North Dakota,47.1580494,-100.528177
Valley City,North Dakota,46.9233129,-98.0031547
Dazey,North Dakota,47.1905449,-98.2017618
Fingal,North Dakota,46.7605329,-97.7903815
Kathryn,North Dakota,46.6780313,-97.968712
Leal,North Dakota,47.1052665,-98.3173158
Litchville,North Dakota,46.6535903,-98.1942616
Nome,North Dakota,46.6777529,-97.8103807
Oriska,North Dakota,46.9305334,-97.7889918
Pillsbury,North Dakota,47.2069306,-97.7906569
Alice,North Dakota,46.7619199,-97.5559299
Amenia,North Dakota,47.0049744,-97.2189763
Argusville,North Dakota,47.0521927,-96.9345275
Arthur,North Dakota,47.1041435,-97.2181431
Briarwood,North Dakota,46.7860752,-96.7970272
Buffalo,North Dakota,46.9196986,-97.5495386
Casselton,North Dakota,46.9005292,-97.2111999
Davenport,North Dakota,46.7141358,-97.0700892
Fargo,North Dakota,46.8771863,-96.7898034
Frontier,North Dakota,46.8005206,-96.8331391
Gardner,North Dakota,47.1471966,-96.9678613
Grandin,North Dakota,47.2369226,-97.001473
Harwood,North Dakota,46.9794115,-96.8806377
Horace,North Dakota,46.7588553,-96.9036971
Hunter,North Dakota,47.1905344,-97.2170321
Kindred,North Dakota,46.6485779,-97.0170323
Leonard,North Dakota,46.6519149,-97.2456467
Mapleton,North Dakota,46.8891375,-97.0525872
North River,North Dakota,46.9507978,-96.8025805
Page,North Dakota,47.1597055,-97.5712038
Prairie Rose,North Dakota,46.8174651,-96.8356389
Reile's Acres,North Dakota,46.9269129,-96.8664846
Dickinson,North Dakota,46.8791756,-102.7896242
Gladstone,North Dakota,46.8608403,-102.5679579
Richardton,North Dakota,46.8838957,-102.3157292
Almont,North Dakota,46.7252795,-101.5026443
Flasher,North Dakota,46.4561128,-101.2326433
Glen Ullin,North Dakota,46.8150051,-101.829877
Hebron,North Dakota,46.9005626,-102.0454416
Mandan,North Dakota,46.8266603,-100.8895762
New Salem,North Dakota,46.844999,-101.4112545
Carson,North Dakota,46.4177836,-101.5648653
Elgin,North Dakota,46.4038957,-101.8459791
Leith,North Dakota,46.3583395,-101.6365298
New Leipzig,North Dakota,46.3761171,-101.9398717
Braddock,North Dakota,46.5644311,-100.0909421
Hague,North Dakota,46.0285994,-99.9956683
Hazelton,North Dakota,46.4847126,-100.2795573
Linton,North Dakota,46.2666567,-100.2328916
Fredonia,North Dakota,46.3288597,-99.0956648
Gackle,North Dakota,46.6258113,-99.1420541
Napoleon,North Dakota,46.5034317076,-99.7620110415
Amidon,North Dakota,46.4822327,-103.3218466
Marmarth,North Dakota,46.2950062,-103.9207615
Verona,North Dakota,46.3638572,-98.0723229
Dickey,North Dakota,46.5369203,-98.4678716
Edgeley,North Dakota,46.3591377,-98.7156564
Jud,North Dakota,46.5260853,-98.8956607
Kulm,North Dakota,46.3019144,-98.9481624
LaMoure,North Dakota,46.3571915,-98.2945434
Marion,North Dakota,46.6072008,-98.3323162
Mott,North Dakota,46.3725031,-102.3271061
New England,North Dakota,46.5391751,-102.8682231
Regent,North Dakota,46.4216712,-102.555719
Elliott,North Dakota,46.4021898,-97.8148228
Enderlin,North Dakota,46.623028,-97.6014862
Fort Ransom,North Dakota,46.5208041,-97.9262128
Lisbon,North Dakota,46.4416344,-97.6812096
Wahpeton,North Dakota,46.2652367,-96.6059072
Dwight,North Dakota,46.3041254,-96.7381329
Fairmount,North Dakota,46.0549591,-96.6022941
Great Bend,North Dakota,46.1538473,-96.8020228
Hankinson,North Dakota,46.069681,-96.9017476
Lidgerwood,North Dakota,46.0755158,-97.1517554
Mantador,North Dakota,46.1652369,-96.9773059
Mooreton,North Dakota,46.26857,-96.8761923
Fort Yates,North Dakota,46.0869408,-100.6301271
Bucyrus,North Dakota,46.0638952,-102.7882137
Haynes,North Dakota,45.9741705,-102.4709914
Hettinger,North Dakota,46.0013946,-102.6368239
Reeder,North Dakota,46.1058393,-102.9454423
Forman,North Dakota,46.1077418,-97.6364861
Gwinner,North Dakota,46.2257963,-97.6625959
Havana,North Dakota,45.95024,-97.618988
Milnor,North Dakota,46.2591278,-97.4562022
Venturia,North Dakota,45.9985882,-99.5462279
Lehr,North Dakota,46.2796939,-99.3523336
Ellendale,North Dakota,46.0027502,-98.5270458
Forbes,North Dakota,45.9435847,-98.7820478
Fullerton,North Dakota,46.1652468,-98.4270443
Ludden,North Dakota,46.0085815,-98.1253803
Monango,North Dakota,46.1727475,-98.5945448
Oakes,North Dakota,46.1385787,-98.0903794
Bowman,North Dakota,46.1830618,-103.3949061
Gascoyne,North Dakota,46.1183391,-103.0798921
Rhame,North Dakota,46.2325063,-103.6554735
Goleta,California,34.4358295,-119.8276389
Circle D-KC Estates,Texas,30.1610157,-97.2349344
Taft Southwest,Texas,27.972997,-97.4056664
La Feria North,Texas,26.1778878,-97.8231565
Rolette,North Dakota,48.6608328,-99.841533
Rolla,North Dakota,48.8577837,-99.6179216
Saint John,North Dakota,48.9444517,-99.7109743
Westhope,North Dakota,48.9094642,-101.0207117
Willow City,North Dakota,48.6044426,-100.2943011
Souris,North Dakota,48.9097383,-100.6815394
Bathgate,North Dakota,48.8772124,-97.4761908
Cavalier,North Dakota,48.7938814,-97.6223098
Saint Thomas,North Dakota,48.619156,-97.4464703
Walhalla,North Dakota,48.9233284,-97.9181477
Bisbee,North Dakota,48.6258358,-99.3779181
Sarles,North Dakota,48.94584,-98.995961
Wales,North Dakota,48.8958373,-98.6026208
Columbus,North Dakota,48.9041993,-102.7804533
Sherwood,North Dakota,48.9600187,-101.632661
Tolley,North Dakota,48.7289124,-101.8273851
Berthold,North Dakota,48.313069,-101.7371077
Ryder,North Dakota,47.9175076,-101.677943
Sawyer,North Dakota,48.0897318,-101.0537653
Surrey,North Dakota,48.2364001,-101.1334901
Wildrose,North Dakota,48.6305843,-103.1843507
Williston,North Dakota,48.1469683,-103.6179745
Tioga,North Dakota,48.3972443,-102.938238
Balfour,North Dakota,47.9516711,-100.5345865
Bantry,North Dakota,48.4983324,-100.61041
Bergen,North Dakota,48.0016737,-100.7145903
Towner,North Dakota,48.3458325,-100.4054123
White Earth,North Dakota,48.380576,-102.7732376
Ross,North Dakota,48.3111302,-102.5465682
Stanley,North Dakota,48.3172413,-102.3904515
Balta,North Dakota,48.1666684,-100.0370779
Wolford,North Dakota,48.4986072,-99.7043077
Rugby,North Dakota,48.3688876,-99.9962463
Devils Lake,North Dakota,48.1144671057,-98.8585016453
Churchs Ferry,North Dakota,48.2691655,-99.1901343
Starkweather,North Dakota,48.4519507,-98.8837411
Adams,North Dakota,48.4213852,-98.0789893
Conway,North Dakota,48.2383254,-97.6750855
York,North Dakota,48.3127771,-99.5734685
Warwick,North Dakota,47.8549986,-98.7101069
Tolna,North Dakota,47.8272203,-98.4401019
Thompson,North Dakota,47.7735899,-97.109805
Watford City,North Dakota,47.8022412,-103.2832467
Benedict,North Dakota,47.8302812,-101.0823744
Wilton,North Dakota,47.1586039,-100.7834663
Coleharbor,North Dakota,47.5441651,-101.2237662
Ruso,North Dakota,47.8383369,-100.9334809
Turtle Lake,North Dakota,47.519998,-100.8901427
Underwood,North Dakota,47.4563859,-101.137096
Washburn,North Dakota,47.28916,-101.0290346
Sheyenne,North Dakota,47.8280543,-99.120122
Cathay,North Dakota,47.5533328,-99.4090075
Sykeston,North Dakota,47.4649985,-99.3995611
Sharon,North Dakota,47.5972143,-97.8939815
Binford,North Dakota,47.5619407,-98.3450977
Cooperstown,North Dakota,47.4444384,-98.1239843
Clifford,North Dakota,47.3480408,-97.4106449
Beulah,North Dakota,47.2633403,-101.7779462
Zap,North Dakota,47.2863966,-101.9226704
Stanton,North Dakota,47.3211099,-101.3815477
Beach,North Dakota,46.9180689,-104.0043728
Sentinel Butte,North Dakota,46.9183469,-103.8388108
Steele,North Dakota,46.8547065,-99.9159381
Tappen,North Dakota,46.8749848,-99.6364965
Tuttle,North Dakota,47.1435993,-99.9945518
Woodworth,North Dakota,47.1424948,-99.303169
Cleveland,North Dakota,46.8916539,-99.1178887
Courtenay,North Dakota,47.2222163,-98.5664877
Spiritwood Lake,North Dakota,47.0763803,-98.573153
Streeter,North Dakota,46.655257,-99.3539989
Bismarck,North Dakota,46.8083268,-100.7837392
Wing,North Dakota,47.1408239,-100.2790017
Center,North Dakota,47.1163849,-101.2995941
Wimbledon,North Dakota,47.1697143,-98.4598177
Rogers,North Dakota,47.0727638,-98.1995384
Sanborn,North Dakota,46.9422066,-98.2242589
Sibley,North Dakota,47.2172099,-97.9645436
Oxbow,North Dakota,46.672822,-96.810021
Ayr,North Dakota,47.0410893,-97.4906456
West Fargo,North Dakota,46.8749671,-96.900362
Tower City,North Dakota,46.9227548,-97.6739889
Belfield,North Dakota,46.8852906,-103.1996219
South Heart,North Dakota,46.8647341,-102.9915668
Taylor,North Dakota,46.9005624,-102.4251785
Strasburg,North Dakota,46.133601,-100.1615042
Berlin,North Dakota,46.3785823,-98.4898183
Sheldon,North Dakota,46.5858041,-97.4912041
Abercrombie,North Dakota,46.4477384,-96.7303557
Barney,North Dakota,46.2671819,-97.0006405
Wyndmere,North Dakota,46.2666272,-97.1323098
Christine,North Dakota,46.5735737,-96.8017479
Colfax,North Dakota,46.4694065,-96.8745267
Walcott,North Dakota,46.5488528,-96.9367514
Selfridge,North Dakota,46.0413892,-100.9251297
Solen,North Dakota,46.3888848,-100.7984628
Cayuga,North Dakota,46.0741286,-97.3842601
Cogswell,North Dakota,46.10691,-97.7820446
Rutland,North Dakota,46.0530186,-97.5089843
Ashley,North Dakota,46.0341408,-99.3715033
Wishek,North Dakota,46.2569184,-99.5570567
Zeeland,North Dakota,45.9699842,-99.8306727
Scranton,North Dakota,46.1480618,-103.1429501
McLendon-Chisholm,Texas,32.8423476,-96.3805389
Bruceville-Eddy,Texas,31.3051725,-97.251671
Little River-Academy,Texas,30.9862937,-97.3586138
Village of Tiki Island,Texas,29.297088,-94.917089
Belcourt,North Dakota,48.8391713,-99.7448688
Fort Totten,North Dakota,47.9799986,-98.9929005
Mandaree,North Dakota,47.729179,-102.6760243
Erie,North Dakota,47.1152573,-97.3878665
Cannon Ball,North Dakota,46.3894387,-100.5940114
White Shield,North Dakota,47.6613928,-101.8451675
Wheatland,North Dakota,46.907475,-97.345368
Edgewood,California,41.4582041,-122.4316846
Macdoel,California,41.8268154,-122.0052851
McCloud,California,41.2557119,-122.1394487
Gazelle,California,41.5207015,-122.5202995
Greenview,California,41.5506937,-122.905589
Grenada,California,41.6470887,-122.5200223
Hornbrook,California,41.9101394,-122.5558584
Klamath,California,41.5265092,-124.0384069
Bayview,California,40.7726266,-124.1839502
McKinleyville,California,40.9465152,-124.1006205
Hydesville,California,40.5476338,-124.097272
Hayfork,California,40.5543106,-123.1830839
Lewiston,California,40.7073681,-122.8075227
Cottonwood,California,40.3857087,-122.2808356
Big Bend,California,41.0207132,-121.911107
Burney,California,40.8823811,-121.6608205
Fall River Mills,California,41.0046076,-121.4383139
McArthur,California,41.0501635,-121.3991469
French Gulch,California,40.7007031,-122.6383512
Los Molinos,California,40.0212684,-122.1002666
Manton,California,40.4351568,-121.8699903
Clio,California,39.7432328,-120.5802171
Crescent Mills,California,40.0965579,-120.9107882
Cromberg,California,39.8601738,-120.6916117
Almanor,California,40.2173857,-121.1741296
Beckwourth,California,39.8201799,-120.3788225
Belden,California,40.0059971,-121.2491316
Blairsden,California,39.7810095,-120.6166077
Canyondam,California,40.1718324,-121.0727378
Caribou,California,40.0804428,-121.1577397
Chester,California,40.3062736,-121.2319098
East Quincy,California,39.9340591,-120.8980083
Graeagle,California,39.7662874,-120.6185519
Greenville,California,40.1396126,-120.9510675
Hamilton Branch,California,40.274887,-121.0913504
Indian Falls,California,40.0568353,-120.9638446
Johnsville,California,39.7607303,-120.6954985
Keddie,California,40.0148913,-120.9610663
La Porte,California,39.6821146,-120.9841206
Lake Davis,California,39.8726783,-120.4788267
Magalia,California,39.8121058,-121.5783059
Covelo,California,39.7929324,-123.2480687
Laytonville,California,39.6882116,-123.4827942
Hamilton City,California,39.7426598,-122.0135914
Loma Rica,California,39.3118348,-121.4177419
Clearlake Oaks,California,39.0262841,-122.6719304
Cobb,California,38.8221258,-122.7230451
Lower Lake,California,38.9104546,-122.6102614
Lucerne,California,39.0901709,-122.7963806
Hidden Valley Lake,California,38.8079573,-122.5583155
Kelseyville,California,38.9779531,-122.8394375
Alta Sierra,California,39.1415618,-121.0538368
Lake of the Pines,California,39.0396185,-121.0566129
Arbuckle,California,39.0173963,-122.0577477
Foresthill,California,39.0201768,-120.8179891
Granite Bay,California,38.7632346,-121.1638361
Kings Beach,California,39.2376846,-120.0265798
El Dorado Hills,California,38.6857367,-121.082167
Georgetown,California,38.9068445,-120.8385462
Bear Valley,California,38.4646337,-120.0399088
Markleeville,California,38.6949057,-119.7801768
Esparto,California,38.6921258,-122.0171925
Angwin,California,38.5757402,-122.4499796
Bodega Bay,California,38.33325,-123.0480571
Boyes Hot Springs,California,38.3138029,-122.4819253
El Verano,California,38.2976922,-122.491648
Eldridge,California,38.348802,-122.510815
Forestville,California,38.4735237,-122.8902721
Glen Ellen,California,38.3640795,-122.5241487
Graton,California,38.4363022,-122.8697158
Guerneville,California,38.5018575,-122.9961102
Carmichael,California,38.617127,-121.3282843
Fair Oaks,California,38.6446264,-121.2721718
Florin,California,38.4960187,-121.4088416
Foothill Farms,California,38.678773,-121.351144
Gold River,California,38.6262937,-121.2466156
Kirkwood,California,38.7026857,-120.0726855
Elmira,California,38.3482442,-121.9099638
Green Valley,California,38.2529705,-122.1621917
Copperopolis,California,37.9810358,-120.6418716
Arnold,California,38.2554729,-120.3510307
Avery,California,38.204363,-120.3699194
Forest Meadows,California,38.1679751,-120.4054756
Columbia,California,38.0363119,-120.4013061
Chinese Camp,California,37.8710381,-120.4332511
East Sonora,California,37.9777024,-120.361304
Jamestown,California,37.9532584,-120.4226952
Bolinas,California,37.9093702,-122.6863733
Inverness,California,38.1010337,-122.8569377
Kentfield,California,37.9521465,-122.5571997
Lagunitas-Forest Knolls,California,38.0180254,-122.691301
Farmington,California,37.929925,-121.0002168
French Camp,California,37.8840922,-121.2710555
Clyde,California,38.0254763,-122.029407
Crockett,California,38.0524208,-122.2130236
Alamo,California,37.8502033,-122.032184
Bethel Island,California,38.0149216,-121.6405085
Byron,California,37.8671477,-121.6380069
El Sobrante,California,37.9771452,-122.2952474
Kensington,California,37.9104805,-122.2802471
Knightsen,California,37.9688117,-121.6680084
Empire,California,37.6382642,-120.9021536
Grayson,California,37.5638204,-121.1793811
Hickman,California,37.6235429,-120.7538163
Keyes,California,37.5565994,-120.9154858
Ashland,California,37.6946528,-122.1138531
Castro Valley,California,37.6940973,-122.0863522
Bootjack,California,37.4649385,-119.8865571
Mariposa,California,37.4849377,-119.9662843
Broadmoor,California,37.6866,-122.4827509
El Granada,California,37.5027185,-122.4694214
Highlands-Baywood Park,California,37.522645,-122.344766
Le Grand,California,37.228554,-120.2482336
Auberry,California,37.0807823,-119.4854113
Biola,California,36.8021676,-120.0162684
Bowles,California,36.6041167,-119.7509723
Cantua Creek,California,36.50134,-120.3162666
Caruthers,California,36.5427271,-119.8331965
Easton,California,36.6502271,-119.7906977
Malaga,California,36.6835611,-119.7337514
Friant,California,36.9877274,-119.7118118
Lanare,California,36.4305054,-119.9309749
Laton,California,36.4332835,-119.686799
Alum Rock,California,37.3660513,-121.8271756
Cambrian Park,California,37.2568879,-121.930789
Big Pine,California,37.1649307,-118.289546
Cartago,California,36.3207709,-118.0264725
Lone Pine,California,36.6060444,-118.0628654
Valley Wells,California,35.8282862,-117.331723
Independence,California,36.8027102,-118.2000951
Keeler,California,36.4871576,-117.8739694
Corralitos,California,36.988562,-121.8063418
Aptos,California,36.9771729,-121.8994016
Ben Lomond,California,37.0891143,-122.0863528
Boulder Creek,California,37.1260578,-122.1221869
Felton,California,37.0513374,-122.0732973
Freedom,California,36.9352303,-121.7730065
Interlaken,California,36.9513409,-121.7338382
Chualar,California,36.5705171,-121.5185514
Aromas,California,36.8885646,-121.6430011
Bradley,California,35.8632993,-120.8007321
Castroville,California,36.7657904,-121.758005
Elkhorn,California,36.8243999,-121.7405047
Alpaugh,California,35.8877316,-119.4873422
East Porterville,California,36.0574518,-118.9756551
London,California,36.4760619,-119.4431785
Goshen,California,36.3510616,-119.4201204
Ivanhoe,California,36.3871725,-119.2178889
Lemon Cove,California,36.378978,-119.0312445
Armona,California,36.3157833,-119.7084642
Home Garden,California,36.3032834,-119.6362393
Kettleman City,California,36.0082865,-119.9617998
Lemoore Station,California,36.2632757,-119.9048457
Hartley,Texas,35.8855927,-102.3968605
Crestline,California,34.2419509,-117.2855993
Big Bear City,California,34.2611183,-116.84503
Big River,California,34.1400159,-114.3613425
Bloomington,California,34.07029,-117.3958797
Bluewater,California,34.1744603,-114.2713396
Johannesburg,California,35.3727406,-117.6347823
Joshua Tree,California,34.134728,-116.3130661
Lake Arrowhead,California,34.2483396,-117.1892078
Lenwood,California,34.8766497,-117.1039314
Los Osos,California,35.3110858,-120.8324006
Cambria,California,35.5641381,-121.0807468
Cayucos,California,35.4427512,-120.8921254
Lake Nacimiento,California,35.7283018,-120.879626
Bear Valley Springs,California,35.1591307,-118.6284245
Bodfish,California,35.588009,-118.4920303
Boron,California,34.9994202,-117.6497822
Buttonwillow,California,35.400517,-119.4695619
Edwards Air Force Base,California,34.9044901,-117.9294619
Lost Hills,California,35.616349,-119.6942941
McKittrick,California,35.3055201,-119.6226239
Fellows,California,35.1785779,-119.5412328
Ford City,California,35.1544112,-119.4562299
Frazier Park,California,34.8227556,-118.9448219
Golden Hills,California,35.142465,-118.4903643
Inyokern,California,35.6468991,-117.8125674
Keene,California,35.2235728,-118.5623117
Kernville,California,35.7546732,-118.4253627
Lake Isabella,California,35.6180087,-118.473141
Lake of the Woods,California,34.8174781,-118.9964906
Lamont,California,35.2596833,-118.9142666
Lebec,California,34.8416435,-118.8648189
Los Alamos,California,34.7444264,-120.2782114
Isla Vista,California,34.4133292,-119.8609718
Casa Conejo,California,34.1836165,-118.9434316
El Rio,California,34.235783,-119.16383
Citrus,California,34.1150082,-117.8917287
Acton,California,34.469994,-118.1967418
Altadena,California,34.1897275,-118.1311819
Charter Oak,California,34.1030645,-117.8458938
Marina del Rey,California,33.9802893,-118.4517449
Hacienda Heights,California,33.9930677,-117.9686755
Lake Los Angeles,California,34.6124905,-117.8281193
Lennox,California,33.9380695,-118.3525752
Bermuda Dunes,California,33.7427991,-116.2891752
Cabazon,California,33.9175154,-116.7872399
Cherry Valley,California,33.9725153,-116.9772484
El Cerrito,California,33.8405721,-117.5228254
Glen Avon,California,34.0116799,-117.4847714
Highgrove,California,34.0158479,-117.3333772
Home Gardens,California,33.8780714,-117.5208816
Homeland,California,33.7430759,-117.1091967
Lakeland Village,California,33.6386334,-117.3439286
Lakeview,California,33.8386295,-117.1180873
Lake Kiowa,Texas,33.5770541,-97.0130633
Alpine,California,32.8350521,-116.7664109
Bonita,California,32.6578318,-117.0300269
Bonsall,California,33.2889226,-117.2255903
Borrego Springs,California,33.2558717,-116.375012
Bostonia,California,32.8075509,-116.9364153
Fallbrook,California,33.3764196,-117.2511466
Harbison Canyon,California,32.8203296,-116.8300236
Jamul,California,32.7169988,-116.8761347
Julian,California,33.0786552,-116.6019637
La Presa,California,32.7081085,-116.9972487
Lake San Marcos,California,33.1261506,-117.2083682
Lakeside,California,32.8572718,-116.9222488
Bombay Beach,California,33.3508667,-115.7297152
Heber,California,32.7308911,-115.529718
Briar,Texas,32.9951242,-97.5428007
Girard,Texas,33.3623119,-100.6628976
Elbert,Texas,33.2662152,-98.993959
Hermleigh,Texas,32.6351114,-100.7592804
Gardendale,Texas,32.0203969,-102.3801456
Lake Brownwood,Texas,31.8357048,-99.007831
Fort Hancock,Texas,31.2984585,-105.8452451
Canutillo,Texas,31.9114925,-106.6002687
Fabens,Texas,31.50234,-106.1585867
Christoval,Texas,31.1935006,-100.4987052
Coyanosa,Texas,31.24292,-103.0646052
Imperial,Texas,31.2729209,-102.6926497
Fort Hood,Texas,31.1346213,-97.7798268
Buna,Texas,30.4329842,-93.9624008
Evadale,Texas,30.3549303,-94.072681
Fort Davis,Texas,30.5882111,-103.8946253
Buchanan Dam,Texas,30.7399037,-98.4311413
